T	63_TPD_HH	63_rate_HH	63_TPD_full	63_pre_full	63_rate_full	63_TPD_Tait	63_pre_Tait	63_rate_Tait
134.0	1.491810901415828e-10	5.967243607470114e-12	1.7126182156988125e-07	2895076658363459.5	6.850475085875022e-09	1.7645076084884218e-07	2982792534771266.5	7.058032776698674e-09
135.0	2.1885312501466487e-10	8.754125004543177e-12	2.5717674389991567e-07	2963413812417016.0	1.0287074856086672e-08	2.656830389071321e-07	3061430770152824.0	1.062732695897194e-08
136.0	3.192995397866186e-10	1.2771981600032457e-11	3.83982404556104e-07	3032679409175688.0	1.535930774708487e-08	3.977656214197525e-07	3141538833304084.0	1.5910637172575624e-08
137.0	4.6334311068452853e-10	1.853372444573176e-11	5.701027352467164e-07	3102873372819159.0	2.2804135336703223e-08	5.921984893908096e-07	3223133085776173.0	2.368796733379602e-08
138.0	6.688316238791154e-10	2.6753264994049514e-11	8.418005710107616e-07	3173995465144618.5	3.3672080319964285e-08	8.768714798891781e-07	3306229949384370.0	3.5074921068568534e-08
139.0	9.604834634206264e-10	3.8419338618362234e-11	1.2363180674397049e-06	3246045286890188.5	4.9452848744935875e-08	1.291468017556821e-06	3390845905987744.5	5.165885712791342e-08
140.0	1.3723658688869322e-09	5.48946349247053e-11	1.806197717257999e-06	3319022279097749.5	7.224818216103457e-08	1.8921668762371307e-06	3476997497271232.5	7.568697267817132e-08
141.0	1.951207282092014e-09	7.804829163139698e-11	2.6251987556083074e-06	3392925724513806.0	1.0500853736431619e-07	2.7581055581555643e-06	3564701324530009.0	1.103248649167456e-07
142.0	2.760804393253923e-09	1.104321764376243e-10	3.7963592440322704e-06	3467754749026861.0	1.5185561749109662e-07	4.000223222804542e-06	3653974048456227.5	1.6001030222234572e-07
143.0	3.8878596216035444e-09	1.5551438628976646e-10	5.4629304947133175e-06	3543508323140155.0	2.185198448483623e-07	5.773303045883704e-06	3744832388928018.0	2.309350276582674e-07
144.0	5.449679713569038e-09	2.1798719138858777e-10	7.823138993782881e-06	3620185263478186.5	3.129310284849145e-07	8.292296902785854e-06	3837293124800689.0	3.3169796481306694e-07
145.0	7.604285653309635e-09	3.041714317609851e-10	1.115002562066217e-05	3697784234325825.5	4.460123084839559e-07	1.1854356226773613e-05	3931373093700170.5	4.741868854207523e-07
146.0	1.0563633908257655e-08	4.225453673625353e-10	1.5817990071921828e-05	3776303749198557.0	6.327426657192668e-07	1.6868432798926165e-05	4027089191818568.0	6.747632922434571e-07
147.0	1.4610836131691157e-08	5.844334667003498e-10	2.233815124353106e-05	3855742172442733.0	8.935727541065298e-07	2.3894878031516267e-05	4124458373711878.0	9.558480477600451e-07
