mol_iso_xtb	mol_def_xtb	mol_iso_cry	5A_complex	5A_ref	7_5A_complex	7_5A_ref	10A_complex	10A_ref	all_complex	all_ref	cry_des_all_complex	cry_des_all_ref	cry_des_all_opt_ref	cry_des_frag_complex	cry_des_frag_ref	cry_des_frag_opt_ref	cry_ads_all_complex	cry_ads_all_ref	cry_ads_frag_complex	cry_ads_frag_ref	cry_ads_mol_full_complex	cry_ads_mol_frag_complex	cry_ads_mol_only_complex
									3135.84	3146.65													
									3138.08	3148.73													
									3139.70	3149.00													
									3140.96	3150.94													
									3141.26	3154.12													
									3142.28	3154.61													
									3143.75	3155.24													
									3143.94	3156.07													
									3146.02	3156.63													
									3147.92	3157.46													
									3150.15	3159.44													
									3150.50	3161.57													
									3150.92	3162.64													
									3153.09	3163.33													
									3153.47	3163.89													
									3154.08	3164.87													
									3156.58	3167.26													
									3157.89	3169.96													
									3158.93	3171.33													
									3161.64	3172.79													
									3163.57	3174.89													
									3164.70	3175.63													
									3165.50	3177.93													
									3166.54	3178.63													
									3169.20	3180.96													
									3170.88	3183.12													
									3173.39	3186.30													
									3174.15	3186.92													
									3174.60	3187.93													
									3175.79	3189.84													
									3176.50	3190.22													
									3177.13	3190.55													
									3181.43	3191.71													
									3183.63	3193.22													
									3184.04	3194.51													
									3187.73	3196.88													
									3188.77	3197.23													
									3189.83	3197.64													
									3190.63	3200.34													
									3192.06	3202.88													
									3193.82	3203.19													
									3195.36	3205.15													
									3196.31	3206.72													
									3197.03	3208.39													
									3199.33	3211.13													
									3201.09	3213.89													
									3202.77	3215.45													
									3204.49	3216.33													
									3205.53	3217.80													
									3206.86	3218.05													
									3210.02	3218.29													
									3210.38	3220.89													
									3211.82	3222.43													
									3214.31	3226.16													
									3215.64	3226.67													
									3216.71	3227.85													
									3217.09	3229.57													
									3218.93	3230.26													
									3220.75	3232.70													
									3223.36	3234.18													
									3226.70	3235.48													
									3226.94	3236.29													
									3229.79	3237.29													
									3230.69	3239.91													
									3231.54	3241.85													
									3232.54	3242.09													
									3233.23	3247.18													
									3234.04	3248.87													
									3234.83	3255.09													
									3236.99	3255.46													
									3238.92	3256.00													
									3239.74	3257.39													
									3241.79	3261.05													
									3244.91	3261.44													
									3247.24	3262.73													
									3250.62	3264.18													
									3252.86	3265.75													
									3253.66	3266.29													
									3254.30	3267.50													
									3256.62	3268.65													
									3257.45	3269.10													
									3259.88	3269.80													
									3260.91	3272.56													
									3262.73	3274.17													
									3264.51	3275.78													
									3264.81	3276.56													
									3266.39	3277.13													
									3269.00	3278.67													
									3270.58	3279.20													
									3272.09	3280.25													
									3273.43	3281.25													
									3274.54	3282.68													
									3275.92	3284.54													
									3276.54	3285.75													
									3278.85	3287.17													
									3279.35	3288.36													
									3279.64	3290.33													
									3281.52	3292.36													
									3284.06	3293.95													
									3285.37	3295.90													
									3286.74	3296.54													
									3287.43	3298.21													
									3289.59	3299.29													
									3290.94	3300.65													
									3292.49	3303.12													
									3294.62	3306.19													
									3295.59	3307.81													
									3296.46	3308.50													
									3297.88	3311.96													
									3299.71	3312.45													
									3300.80	3314.17													
									3301.30	3315.44													
									3303.03	3315.76													
									3305.49	3316.34													
									3307.54	3316.93													
									3308.37	3317.80													
									3310.57	3322.62													
									3311.77	3323.94													
									3312.18	3325.04													
									3315.01	3325.47													
									3315.16	3327.70													
									3315.82	3329.14													
									3316.38	3330.25													
									3317.51	3331.50													
									3317.78	3333.62													
									3318.59	3334.10													
									3319.52	3335.18													
									3321.66	3337.89													
									3323.24	3340.08													
									3323.68	3340.75													
									3326.07	3342.85													
									3329.80	3345.75													
									3331.24	3346.22													
									3333.17	3348.07													
									3333.37	3349.02													
									3334.96	3351.68													
									3335.72	3352.36													
									3340.61	3353.46													
									3340.72	3353.73													
									3343.43	3354.43													
									3344.35	3355.46													
									3347.01	3355.92													
									3347.81	3358.50													
									3349.27	3359.82													
									3350.23	3360.43													
									3352.13	3361.87													
									3352.52	3362.10													
									3352.91	3362.90													
									3353.41	3363.51													
									3354.44	3364.60													
									3356.27	3365.07													
									3356.96	3365.53													
									3357.22	3366.55													
									3357.44	3366.97													
									3358.51	3368.29													
									3359.19	3368.93													
									3359.69	3369.61													
									3360.41	3370.44													
									3363.67	3371.99													
									3363.91	3372.73													
									3365.18	3373.81													
									3366.61	3375.32													
									3367.82	3375.87													
									3368.15	3376.51													
									3368.81	3377.29													
									3369.42	3377.63													
									3371.43	3379.81													
									3371.96	3380.20													
									3372.52	3380.88													
									3374.03	3381.62													
									3375.17	3383.13													
									3375.61	3383.75													
									3376.01	3384.34													
									3377.49	3386.59													
									3378.98	3386.95													
									3381.20	3387.99													
									3381.55	3390.95													
									3382.56	3391.54													
									3384.11	3393.26													
									3386.23	3397.09													
									3386.68	3399.40													
									3388.16	3400.53													
									3389.04	3401.71													
									3391.55	3402.46													
									3391.58	3403.55													
									3393.03	3404.41													
									3397.52	3409.03													
									3398.81	3409.39													
									3400.65	3409.62													
									3400.95	3410.27													
									3402.37	3411.24													
									3403.50	3415.16													
									3403.64	3415.53													
									3406.36	3415.94													
									3407.49	3416.50													
									3408.07	3417.16													
									3408.22	3417.68													
									3409.37	3418.20													
									3410.61	3420.64													
									3413.66	3420.77													
									3414.22	3421.84													
									3415.28	3422.70													
									3415.75	3423.05													
									3416.23	3425.49													
									3416.83	3426.06													
									3417.55	3426.62													
									3419.70	3429.90													
									3421.34	3430.71													
									3421.73	3431.85													
									3423.31	3433.88													
									3424.27	3434.29													
									3427.77	3435.72													
									3429.07	3437.45													
									3429.71	3440.08													
									3430.99	3440.75													
									3433.07	3441.48													
									3434.57	3442.68													
									3435.61	3443.65													
									3436.31	3445.20													
									3437.23	3445.90													
									3438.06	3448.66													
									3439.46	3450.18													
									3441.08	3452.03													
									3441.51	3454.10													
									3441.86	3455.81													
									3442.15	3456.11													
									3442.89	3457.09													
									3445.51	3458.67													
									3448.73	3465.52													
									3450.79	3466.35													
									3451.57	3468.26													
									3453.08	3468.78													
									3454.05	3469.78													
									3454.68	3471.09													
									3455.42	3472.14													
									3461.82	3473.46													
									3464.95	3473.92													
									3466.19	3476.44													
									3467.05	3478.86													
									3467.30	3482.35													
									3468.75	3483.13													
									3468.77	3485.81													
									3473.53	3488.40													
									3474.69	3488.81													
									3475.59	3490.27													
									3477.79	3492.06													
									3478.58	3492.24													
									3481.71	3492.28													
									3484.66	3492.64													
									3484.99	3493.55													
									3486.48	3495.85													
									3490.07	3499.88													
									3492.09	3500.26													
									3492.64	3500.67													
									3492.69	3502.19													
									3493.50	3502.92													
									3494.85	3504.74													
									3495.15	3506.11													
									3495.53	3506.29													
									3500.83	3507.97													
									3501.46	3508.97													
									3504.31	3509.85													
									3504.51	3511.04													
									3505.72	3513.62													
									3506.43	3514.84													
									3506.52	3518.98													
									3506.69	3522.97													
									3507.67	3525.41													
									3508.76	3525.45													
									3509.06	3525.84													
									3512.54	3530.22													
									3513.37	3534.51													
									3513.88	3536.63													
									3515.03	3538.64													
									3519.48	3540.59													
									3522.11	3541.48													
									3525.70	3543.67													
									3526.69	3544.27													
									3529.60	3544.67													
									3533.28	3548.10													
									3536.08	3556.69													
									3536.22	3561.64													
									3536.66	3563.07													
									3539.85	3563.24													
									3540.00	3566.48													
									3541.85	3568.61													
									3541.87	3569.02													
									3542.84	3569.14													
									3542.94	3569.18													
									3550.70	3569.47													
									3552.33	3571.73													
									3561.91	3572.14													
									3563.66	3573.70													
									3565.62	3575.84													
									3565.93	3576.88													
									3566.33	3579.19													
									3571.33	3587.81													
									3571.69	3588.55													
									3572.85	3592.27													
									3573.45	3593.98													
									3574.14	3595.22													
									3575.42	3599.72													
									3576.20	3600.03													
									3582.42	3608.15													
									3583.44	3608.18													
									3585.62	3613.99													
									3586.53	3617.74													
									3587.31	3622.85													
									3589.05	3627.21													
									3591.97	3633.84													
									3592.32	3634.04													
									3594.06	3635.11													
									3596.82	3637.66													
									3599.20	3637.81													
									3607.25	3642.42													
									3611.69	3649.75													
									3613.95	3660.17													
									3618.27	3661.87													
									3622.98	3662.65													
									3624.27	3666.22													
									3631.56	3671.38													
									3635.34	3674.89													
									3636.32	3675.51													
									3636.59	3677.71													
									3641.22	3679.00													
									3658.86	3684.74													
									3661.08	3687.13													
									3664.53	3689.18													
									3669.90	3690.83													
									3671.06	3691.46													
									3671.68	3693.42													
									3674.85	3698.01													
									3677.90														
									3679.07														
									3686.33														
									3686.86														
									3686.88														
									3688.73														
									3691.55														
									3694.10														
									3697.97														
